VK,Hold,Flight,char,jitter,source,sentence_id,label
86,96,592,V,386.0,philox,10244.0,1
65,385,433,A,375.0,mersenne,1048.0,1
79,305,439,O,205.0,pcg64,8589.0,1
78,130,381,N,339.0,pcg64,3069.0,1
84,49,382,T,10.0,philox,9178.0,1
82,277,467,R,180.0,mersenne,4986.0,1
79,221,451,O,22.0,philox,15848.0,1
79,247,1143,O,239.0,mersenne,17005.0,1
82,19,1125,R,247.0,mersenne,12696.0,1
73,90,545,I,90.0,pcg64,12737.0,1
90,143,659,Z,132.0,pcg64,3875.0,1
32,111,83, ,121.0,human,,0
79,281,651,O,430.0,pcg64,1875.0,1
82,122,313,R,115.0,pcg64,18498.0,1
76,390,211,L,197.0,philox,10571.0,1
65,142,633,A,245.0,xoroshiro128,18325.0,1
32,354,336, ,277.0,pcg64,11467.0,1
69,64,167,E,32.0,human,,0
48,71,674,0,662.0,xoroshiro128,10952.0,1
78,353,387,N,44.0,mersenne,6886.0,1
84,120,133,T,221.0,xoroshiro128,14565.0,1
66,158,403,B,333.0,pcg64,3220.0,1
83,104,18,S,521.0,pcg64,11441.0,1
8,1500,313,[BACKSPACE],209.0,human,,0
69,317,206,E,63.0,xoroshiro128,5294.0,1
78,255,637,N,375.0,mersenne,1187.0,1
84,144,67,T,371.0,pcg64,12696.0,1
32,233,203, ,214.0,xoroshiro128,13342.0,1
32,399,247, ,371.0,pcg64,18634.0,1
82,223,148,R,483.0,mersenne,14023.0,1
79,29,494,O,120.0,mersenne,1384.0,1
69,140,855,E,294.0,mersenne,1182.0,1
83,199,571,S,61.0,pcg64,1927.0,1
32,106,308, ,376.0,mersenne,1742.0,1
84,108,650,T,312.0,philox,4712.0,1
77,252,241,M,659.0,mersenne,18018.0,1
65,264,360,A,180.0,xoroshiro128,3831.0,1
32,177,493, ,240.0,xoroshiro128,1429.0,1
32,370,139, ,60.0,philox,8875.0,1
32,134,239, ,907.0,mersenne,9812.0,1
32,185,13, ,239.0,pcg64,2878.0,1
83,259,306,S,239.0,philox,11687.0,1
32,216,355, ,244.0,pcg64,11279.0,1
69,301,286,E,172.0,pcg64,2642.0,1
65,27,264,A,725.0,mersenne,347.0,1
84,28,66,T,86.0,xoroshiro128,3285.0,1
80,79,288,P,80.0,human,,0
32,71,373, ,231.0,philox,16953.0,1
84,69,632,T,158.0,philox,7612.0,1
87,150,324,W,315.0,pcg64,1224.0,1
32,233,366, ,146.0,pcg64,12851.0,1
84,315,555,T,143.0,pcg64,13126.0,1
78,478,260,N,158.0,mersenne,8004.0,1
82,79,65,R,513.0,mersenne,11149.0,1
83,327,454,S,244.0,xoroshiro128,17460.0,1
82,213,670,R,349.0,pcg64,16770.0,1
67,427,204,C,274.0,mersenne,4164.0,1
82,172,206,R,65.0,human,,0
84,43,149,T,37.0,xoroshiro128,1882.0,1
32,364,205, ,397.0,philox,2021.0,1
65,136,72,A,72.0,human,,0
39,0,30,[UNK],0.0,human,,0
79,178,477,O,96.0,pcg64,6268.0,1
86,342,322,V,160.0,mersenne,2246.0,1
69,260,178,E,305.0,philox,13156.0,1
78,115,297,N,107.0,xoroshiro128,231.0,1
84,101,1112,T,1052.0,mersenne,2601.0,1
69,169,412,E,193.0,xoroshiro128,9239.0,1
79,15,403,O,251.0,pcg64,128.0,1
65,141,374,A,248.0,philox,916.0,1
84,302,648,T,590.0,xoroshiro128,4454.0,1
78,244,91,N,57.0,philox,3975.0,1
84,60,196,T,471.0,philox,5051.0,1
70,200,137,F,408.0,xoroshiro128,10126.0,1
71,80,352,G,72.0,human,,0
69,113,298,E,483.0,human,,0
83,306,562,S,173.0,philox,3904.0,1
32,201,80, ,541.0,xoroshiro128,1730.0,1
69,244,781,E,451.0,mersenne,1407.0,1
79,366,10,O,638.0,philox,10244.0,1
32,77,-1, ,142.0,human,,0
85,143,572,U,523.0,xoroshiro128,8240.0,1
86,135,307,V,472.0,mersenne,6449.0,1
83,137,165,S,505.0,pcg64,4162.0,1
78,256,112,N,572.0,pcg64,15651.0,1
69,344,449,E,20.0,philox,2964.0,1
79,329,19,O,624.0,pcg64,1862.0,1
73,387,146,I,14.0,pcg64,3029.0,1
32,241,611, ,555.0,xoroshiro128,1744.0,1
65,344,10,A,270.0,xoroshiro128,1189.0,1
79,31,521,O,266.0,pcg64,15441.0,1
32,285,356, ,81.0,xoroshiro128,538.0,1
84,129,222,T,200.0,pcg64,10756.0,1
32,119,90, ,75.0,human,,0
73,468,779,I,620.0,mersenne,14585.0,1
65,21,874,A,277.0,mersenne,8945.0,1
78,179,627,N,600.0,xoroshiro128,15672.0,1
83,282,157,S,41.0,pcg64,13829.0,1
82,36,273,R,46.0,philox,3521.0,1
84,84,143,T,14.0,human,,0
32,182,463, ,256.0,xoroshiro128,15523.0,1
69,180,412,E,381.0,mersenne,10477.0,1
73,237,553,I,419.0,xoroshiro128,2056.0,1
65,209,619,A,265.0,philox,11298.0,1
83,66,460,S,135.0,philox,6313.0,1
32,94,93, ,376.0,human,,0
74,126,667,J,437.0,pcg64,3406.0,1
67,138,484,C,143.0,philox,12253.0,1
32,109,248, ,1125.0,human,,0
73,423,1032,I,390.0,mersenne,3895.0,1
73,120,56,I,56.0,human,,0
79,204,640,O,339.0,xoroshiro128,290.0,1
32,155,236, ,148.0,philox,3041.0,1
73,356,520,I,98.0,pcg64,9106.0,1
161,359,188,[UNK],31.0,human,,0
32,181,681, ,514.0,philox,9195.0,1
13,64,-1,[ENTER],281.0,human,,0
68,78,637,D,501.0,human,,0
16,163,160,[UNK],36.0,human,,0
82,355,240,R,369.0,philox,14578.0,1
65,395,378,A,249.0,philox,9282.0,1
78,52,647,N,60.0,mersenne,1765.0,1
84,137,327,T,29.0,xoroshiro128,13281.0,1
77,32,491,M,254.0,mersenne,3412.0,1
32,21,339, ,83.0,mersenne,10979.0,1
65,20,668,A,139.0,mersenne,13515.0,1
73,261,249,I,645.0,mersenne,14705.0,1
71,59,523,G,98.0,pcg64,16561.0,1
65,198,977,A,851.0,mersenne,11720.0,1
68,96,48,D,32.0,human,,0
71,392,687,G,368.0,xoroshiro128,18287.0,1
78,82,405,N,183.0,xoroshiro128,2676.0,1
76,132,266,L,51.0,xoroshiro128,1635.0,1
79,412,218,O,198.0,mersenne,2931.0,1
78,72,136,N,0.0,human,,0
79,139,1128,O,398.0,mersenne,7907.0,1
72,12,715,H,554.0,mersenne,837.0,1
79,96,191,O,24.0,human,,0
82,244,781,R,451.0,mersenne,839.0,1
79,157,226,O,774.0,mersenne,12228.0,1
82,213,331,R,289.0,pcg64,17936.0,1
78,104,690,N,483.0,pcg64,16779.0,1
78,96,30,N,494.0,xoroshiro128,681.0,1
78,167,276,N,129.0,xoroshiro128,5169.0,1
69,152,176,E,63.0,human,,0
32,35,285, ,128.0,pcg64,9108.0,1
73,278,1154,I,236.0,mersenne,1477.0,1
32,202,271, ,53.0,philox,14411.0,1
72,159,186,H,76.0,xoroshiro128,1615.0,1
66,125,995,B,850.0,human,,0
79,282,125,O,96.0,xoroshiro128,7615.0,1
82,72,192,R,16.0,human,,0
69,402,530,E,547.0,mersenne,2581.0,1
65,218,401,A,283.0,pcg64,909.0,1
32,120,80, ,8.0,human,,0
69,393,190,E,411.0,philox,18615.0,1
73,372,411,I,68.0,pcg64,3949.0,1
69,152,104,E,70.0,xoroshiro128,14524.0,1
80,88,152,P,24.0,human,,0
83,57,384,S,166.0,philox,3266.0,1
65,109,197,A,12.0,human,,0
78,424,295,N,829.0,mersenne,5209.0,1
84,154,147,T,155.0,xoroshiro128,431.0,1
32,78,502, ,185.0,xoroshiro128,840.0,1
65,231,868,A,341.0,mersenne,844.0,1
65,259,148,A,90.0,pcg64,6419.0,1
78,134,238,N,24.0,pcg64,12773.0,1
69,114,399,E,297.0,xoroshiro128,10305.0,1
72,59,538,H,105.0,mersenne,3130.0,1
84,81,479,T,325.0,mersenne,6886.0,1
82,101,649,R,371.0,pcg64,7879.0,1
78,20,340,N,92.0,pcg64,12172.0,1
69,210,519,E,391.0,philox,10078.0,1
76,363,531,L,292.0,philox,10074.0,1
83,195,26,S,321.0,pcg64,17748.0,1
77,53,644,M,343.0,philox,5772.0,1
32,11,326, ,117.0,xoroshiro128,1168.0,1
67,116,395,C,148.0,pcg64,15151.0,1
32,128,246, ,396.0,xoroshiro128,14450.0,1
67,256,121,C,92.0,pcg64,4400.0,1
82,84,250,R,68.0,human,,0
73,314,457,I,237.0,xoroshiro128,18353.0,1
84,141,531,T,221.0,xoroshiro128,5226.0,1
66,234,174,B,419.0,pcg64,9744.0,1
32,76,171, ,33.0,human,,0
65,392,338,A,150.0,philox,8699.0,1
73,288,499,I,34.0,philox,8980.0,1
67,97,330,C,143.0,xoroshiro128,8216.0,1
79,69,166,O,582.0,mersenne,8945.0,1
32,203,671, ,407.0,philox,6929.0,1
50,265,452,2,292.0,pcg64,13376.0,1
67,332,1101,C,320.0,mersenne,643.0,1
65,355,523,A,148.0,philox,4995.0,1
83,136,467,S,128.0,xoroshiro128,15832.0,1
78,117,542,N,244.0,philox,5636.0,1
84,197,542,T,47.0,xoroshiro128,5541.0,1
71,38,548,G,172.0,pcg64,17750.0,1
75,447,656,K,230.0,mersenne,16958.0,1
72,42,600,H,324.0,pcg64,18567.0,1
66,81,140,B,66.0,human,,0
79,169,588,O,568.0,xoroshiro128,18583.0,1
67,92,108,C,261.0,xoroshiro128,9328.0,1
82,120,253,R,767.0,mersenne,1371.0,1
85,189,183,U,88.0,philox,15046.0,1
69,136,79,E,170.0,human,,0
32,323,67, ,526.0,xoroshiro128,6056.0,1
32,94,686, ,452.0,philox,12022.0,1
85,109,49,U,34.0,pcg64,10720.0,1
76,246,75,L,309.0,xoroshiro128,5242.0,1
32,210,659, ,226.0,pcg64,8930.0,1
84,83,266,T,308.0,pcg64,15931.0,1
32,259,166, ,110.0,philox,2141.0,1
68,343,827,D,318.0,mersenne,10489.0,1
79,496,922,O,169.0,mersenne,2523.0,1
65,104,224,A,80.0,human,,0
73,384,205,I,450.0,philox,3752.0,1
83,205,504,S,331.0,pcg64,13449.0,1
73,117,222,I,276.0,xoroshiro128,14608.0,1
80,193,506,P,414.0,philox,403.0,1
78,62,375,N,188.0,human,,0
89,91,418,Y,722.0,human,,0
81,395,568,Q,562.0,mersenne,15711.0,1
32,111,153, ,33.0,human,,0
69,167,569,E,117.0,xoroshiro128,2194.0,1
79,104,48,O,336.0,human,,0
82,141,281,R,79.0,human,,0
70,33,222,F,276.0,pcg64,1144.0,1
84,266,73,T,131.0,philox,18118.0,1
83,318,666,S,32.0,pcg64,16698.0,1
68,147,99,D,95.0,human,,0
73,97,56,I,32.0,human,,0
65,376,327,A,17.0,philox,8957.0,1
65,166,279,A,115.0,pcg64,7538.0,1
32,352,630, ,546.0,philox,3200.0,1
85,373,833,U,72.0,mersenne,8634.0,1
67,184,690,C,502.0,mersenne,7033.0,1
76,459,864,L,668.0,mersenne,3369.0,1
76,96,572,L,323.0,human,,0
32,133,326, ,23.0,philox,8112.0,1
79,25,481,O,187.0,xoroshiro128,3256.0,1
69,119,733,E,327.0,mersenne,10030.0,1
82,252,597,R,177.0,mersenne,2277.0,1
65,72,360,A,48.0,human,,0
79,50,100,O,11.0,xoroshiro128,989.0,1
82,71,48,R,128.0,human,,0
76,139,585,L,106.0,philox,1013.0,1
83,117,551,S,519.0,mersenne,6540.0,1
32,194,964, ,750.0,mersenne,2138.0,1
162,0,31,[UNK],0.0,human,,0
69,302,127,E,339.0,pcg64,7206.0,1
65,49,181,A,234.0,mersenne,4687.0,1
78,474,521,N,266.0,mersenne,14942.0,1
69,324,438,E,184.0,pcg64,1200.0,1
78,177,133,N,65.0,mersenne,2062.0,1
85,354,90,U,312.0,xoroshiro128,12803.0,1
84,199,351,T,219.0,pcg64,18212.0,1
73,295,543,I,147.0,xoroshiro128,18307.0,1
70,320,320,F,842.0,mersenne,2456.0,1
48,82,668,0,390.0,mersenne,13841.0,1
68,38,324,D,336.0,pcg64,10834.0,1
32,275,115, ,112.0,human,,0
32,233,318, ,243.0,philox,14018.0,1
69,16,566,E,319.0,mersenne,3.0,1
78,178,809,N,106.0,mersenne,9106.0,1
89,178,164,Y,16.0,human,,0
8,62,157,[BACKSPACE],32.0,human,,0
76,174,61,L,192.0,xoroshiro128,16847.0,1
16,107,140,[UNK],103.0,human,,0
74,78,648,J,538.0,human,,0
84,305,391,T,124.0,pcg64,15857.0,1
76,103,612,L,48.0,xoroshiro128,1319.0,1
83,155,569,S,312.0,pcg64,1137.0,1
32,152,105, ,158.0,xoroshiro128,17406.0,1
65,244,204,A,369.0,philox,2390.0,1
84,80,360,T,120.0,human,,0
73,78,155,I,32.0,human,,0
70,83,675,F,14.0,pcg64,17497.0,1
65,59,684,A,149.0,philox,9072.0,1
65,83,473,A,196.0,philox,7669.0,1
89,52,133,Y,85.0,human,,0
77,15,267,M,161.0,human,,0
76,80,744,L,576.0,human,,0
79,53,656,O,610.0,pcg64,3793.0,1
98,61,779,[UNK],514.0,human,,0
8,98,797,[BACKSPACE],655.0,human,,0
32,273,37, ,11.0,pcg64,18588.0,1
70,389,448,F,25.0,pcg64,11655.0,1
32,300,430, ,409.0,pcg64,17523.0,1
79,202,229,O,295.0,pcg64,3987.0,1
80,80,96,P,144.0,human,,0
83,168,272,S,76.0,pcg64,2792.0,1
78,102,453,N,294.0,pcg64,16484.0,1
69,373,422,E,273.0,pcg64,10926.0,1
78,431,1153,N,647.0,mersenne,4841.0,1
32,101,79, ,0.0,human,,0
8,49,159,[BACKSPACE],7.0,human,,0
32,167,153, ,372.0,xoroshiro128,1147.0,1
73,236,501,I,234.0,xoroshiro128,10260.0,1
32,177,392, ,217.0,pcg64,7573.0,1
67,20,64,C,279.0,xoroshiro128,15521.0,1
67,489,717,C,208.0,mersenne,6616.0,1
79,167,266,O,281.0,xoroshiro128,7691.0,1
32,218,86, ,11.0,philox,12453.0,1
32,113,55, ,24.0,xoroshiro128,15354.0,1
32,26,223, ,926.0,mersenne,16243.0,1
69,395,397,E,18.0,xoroshiro128,1708.0,1
70,78,304,F,305.0,human,,0
81,398,253,Q,64.0,philox,13787.0,1
161,217,287,[UNK],139.0,human,,0
82,136,418,R,164.0,pcg64,8116.0,1
69,33,873,E,842.0,mersenne,367.0,1
83,249,87,S,229.0,pcg64,16608.0,1
69,381,671,E,178.0,mersenne,3068.0,1
69,364,71,E,58.0,xoroshiro128,13171.0,1
73,203,652,I,259.0,philox,17373.0,1
82,338,907,R,577.0,mersenne,2305.0,1
73,113,693,I,322.0,mersenne,10531.0,1
71,62,234,G,47.0,human,,0
32,503,707, ,277.0,mersenne,16255.0,1
68,98,373,D,259.0,human,,0
84,344,378,T,280.0,philox,3807.0,1
69,181,709,E,5.0,mersenne,18473.0,1
87,233,284,W,2.0,philox,644.0,1
84,356,484,T,92.0,xoroshiro128,18089.0,1
79,22,627,O,13.0,philox,10974.0,1
78,465,297,N,277.0,mersenne,10731.0,1
69,120,445,E,215.0,pcg64,4289.0,1
68,357,1011,D,595.0,mersenne,2373.0,1
83,400,160,S,288.0,human,,0
73,202,482,I,278.0,philox,14198.0,1
73,290,983,I,303.0,mersenne,10400.0,1
32,182,238, ,94.0,pcg64,7549.0,1
32,371,312, ,327.0,pcg64,17882.0,1
82,134,228,R,169.0,pcg64,6424.0,1
8,48,136,[BACKSPACE],24.0,human,,0
84,101,699,T,9.0,philox,769.0,1
73,319,383,I,129.0,pcg64,12231.0,1
79,80,187,O,45.0,human,,0
32,95,64, ,72.0,human,,0
65,349,317,A,775.0,mersenne,1589.0,1
85,214,194,U,363.0,pcg64,15622.0,1
32,349,373, ,254.0,pcg64,16209.0,1
32,70,92, ,389.0,human,,0
32,180,802, ,724.0,mersenne,14480.0,1
69,124,219,E,108.0,human,,0
67,260,67,C,172.0,philox,7411.0,1
55,216,576,7,44.0,philox,6375.0,1
32,258,285, ,243.0,philox,2492.0,1
73,97,294,I,175.0,xoroshiro128,6826.0,1
69,262,592,E,501.0,xoroshiro128,4388.0,1
76,20,158,L,223.0,philox,15490.0,1
32,108,58, ,561.0,pcg64,13787.0,1
84,86,279,T,123.0,mersenne,10927.0,1
32,38,199, ,14.0,xoroshiro128,17890.0,1
71,152,216,G,47.0,human,,0
85,203,545,U,409.0,xoroshiro128,9945.0,1
65,300,628,A,316.0,xoroshiro128,8310.0,1
72,2,2,H,0.0,human,,0
32,68,1023, ,970.0,mersenne,8561.0,1
48,106,88,0,23.0,pcg64,6889.0,1
84,385,637,T,593.0,xoroshiro128,17906.0,1
32,302,278, ,280.0,philox,18320.0,1
79,274,569,O,178.0,xoroshiro128,6964.0,1
84,471,289,T,29.0,mersenne,12440.0,1
70,64,96,F,216.0,human,,0
69,13,290,E,267.0,philox,10155.0,1
84,475,256,T,81.0,mersenne,7996.0,1
82,307,538,R,419.0,xoroshiro128,1005.0,1
69,284,285,E,7.0,mersenne,2136.0,1
82,368,464,R,131.0,xoroshiro128,3252.0,1
69,355,276,E,77.0,pcg64,2155.0,1
69,244,188,E,353.0,philox,13347.0,1
67,350,1040,C,1015.0,mersenne,6728.0,1
160,320,711,[UNK],470.0,human,,0
69,235,320,E,374.0,pcg64,14625.0,1
76,364,392,L,179.0,pcg64,6235.0,1
83,134,637,S,522.0,philox,4771.0,1
32,55,30, ,91.0,xoroshiro128,5905.0,1
67,79,457,C,227.0,philox,1428.0,1
32,80,184, ,360.0,human,,0
8,86,646,[BACKSPACE],303.0,human,,0
69,146,599,E,563.0,pcg64,18100.0,1
71,377,494,G,445.0,philox,8974.0,1
88,45,288,X,72.0,philox,8960.0,1
32,143,376, ,264.0,pcg64,7652.0,1
188,78,172,[UNK],32.0,human,,0
65,137,299,A,189.0,philox,717.0,1
32,435,670, ,172.0,mersenne,1047.0,1
79,179,365,O,230.0,pcg64,894.0,1
188,109,454,[UNK],329.0,human,,0
82,140,377,R,85.0,pcg64,10746.0,1
32,317,103, ,390.0,xoroshiro128,2964.0,1
76,47,530,L,277.0,pcg64,9196.0,1
69,272,344,E,8.0,xoroshiro128,2250.0,1
65,128,160,A,152.0,human,,0
65,215,353,A,251.0,xoroshiro128,9730.0,1
82,264,135,R,107.0,pcg64,14825.0,1
32,193,441, ,218.0,pcg64,7336.0,1
65,122,161,A,43.0,human,,0
69,322,677,E,197.0,philox,772.0,1
68,60,1043,D,636.0,mersenne,13770.0,1
39,70,170,[UNK],57.0,human,,0
69,24,470,E,627.0,mersenne,6359.0,1
84,336,514,T,222.0,philox,3822.0,1
65,152,886,A,732.0,mersenne,3581.0,1
84,30,399,T,138.0,philox,15851.0,1
79,294,240,O,403.0,xoroshiro128,15773.0,1
72,376,200,H,420.0,xoroshiro128,2483.0,1
32,235,871, ,527.0,mersenne,2094.0,1
88,360,633,X,128.0,philox,12085.0,1
85,65,764,U,55.0,mersenne,14266.0,1
32,183,216, ,473.0,xoroshiro128,410.0,1
90,340,420,Z,320.0,mersenne,15357.0,1
76,280,433,L,19.0,xoroshiro128,16660.0,1
77,168,452,M,104.0,philox,18736.0,1
69,194,758,E,146.0,mersenne,17135.0,1
32,201,270, ,92.0,xoroshiro128,17681.0,1
32,84,546, ,195.0,xoroshiro128,616.0,1
73,32,319,I,157.0,mersenne,18289.0,1
71,344,25,G,165.0,pcg64,5155.0,1
32,295,70, ,448.0,philox,2395.0,1
79,29,429,O,357.0,xoroshiro128,3120.0,1
80,124,204,P,96.0,human,,0
84,330,680,T,582.0,pcg64,18540.0,1
89,56,463,Y,231.0,human,,0
84,263,49,T,634.0,philox,2276.0,1
76,473,1024,L,711.0,mersenne,5230.0,1
32,97,183, ,27.0,human,,0
32,399,129, ,992.0,mersenne,18769.0,1
79,275,105,O,7.0,pcg64,3421.0,1
8,78,140,[BACKSPACE],115.0,human,,0
83,34,135,S,76.0,pcg64,2137.0,1
71,311,297,G,877.0,mersenne,8580.0,1
78,141,182,N,119.0,mersenne,1774.0,1
73,182,124,I,277.0,philox,3825.0,1
65,303,80,A,112.0,xoroshiro128,10667.0,1
78,311,200,N,471.0,pcg64,11919.0,1
85,345,190,U,335.0,xoroshiro128,6361.0,1
71,99,-1,G,209.0,human,,0
79,346,213,O,305.0,pcg64,13015.0,1
83,352,12,S,663.0,xoroshiro128,17099.0,1
77,326,437,M,292.0,philox,14772.0,1
72,263,150,H,223.0,philox,2531.0,1
65,227,787,A,306.0,mersenne,9905.0,1
70,373,142,F,10.0,pcg64,98.0,1
83,141,457,S,32.0,pcg64,17855.0,1
32,59,408, ,257.0,philox,8992.0,1
65,131,275,A,223.0,xoroshiro128,12102.0,1
68,334,553,D,183.0,mersenne,17669.0,1
84,291,350,T,252.0,pcg64,6232.0,1
82,175,244,R,169.0,xoroshiro128,16203.0,1
32,26,381, ,146.0,xoroshiro128,1237.0,1
84,309,252,T,33.0,pcg64,2718.0,1
83,365,381,S,345.0,xoroshiro128,6761.0,1
69,154,64,E,122.0,human,,0
69,80,656,E,225.0,philox,1060.0,1
32,266,521, ,391.0,mersenne,942.0,1
69,62,142,E,9.0,philox,5291.0,1
77,149,188,M,411.0,pcg64,87.0,1
32,197,203, ,814.0,mersenne,15717.0,1
73,183,395,I,83.0,philox,6650.0,1
78,43,564,N,23.0,philox,1917.0,1
73,76,30,I,882.0,human,,0
32,11,532, ,426.0,pcg64,16593.0,1
69,92,213,E,65.0,human,,0
32,156,285, ,109.0,xoroshiro128,6388.0,1
8,120,1176,[BACKSPACE],1176.0,human,,0
77,258,667,M,294.0,xoroshiro128,14277.0,1
76,52,169,L,235.0,pcg64,2633.0,1
77,33,204,M,180.0,pcg64,12696.0,1
69,109,156,E,157.0,human,,0
73,306,149,I,149.0,philox,1609.0,1
82,126,255,R,93.0,human,,0
80,239,684,P,179.0,philox,753.0,1
76,95,120,L,64.0,human,,0
65,13,387,A,255.0,philox,4264.0,1
73,484,273,I,50.0,mersenne,18647.0,1
65,389,354,A,294.0,pcg64,11017.0,1
65,276,258,A,359.0,philox,3922.0,1
84,62,281,T,31.0,human,,0
79,374,346,O,194.0,philox,6985.0,1
88,474,763,X,501.0,mersenne,1232.0,1
78,383,536,N,316.0,mersenne,16890.0,1
72,360,354,H,72.0,xoroshiro128,15451.0,1
32,232,202, ,445.0,pcg64,14550.0,1
32,37,833, ,213.0,mersenne,935.0,1
87,175,684,W,286.0,pcg64,17972.0,1
77,378,657,M,228.0,pcg64,4117.0,1
32,394,565, ,249.0,pcg64,9698.0,1
80,248,390,P,36.0,pcg64,4569.0,1
68,497,271,D,212.0,mersenne,12775.0,1
68,301,495,D,375.0,pcg64,12495.0,1
79,64,56,O,984.0,human,,0
71,26,277,G,50.0,xoroshiro128,766.0,1
83,88,662,S,314.0,mersenne,1094.0,1
77,332,189,M,50.0,philox,13922.0,1
65,54,280,A,196.0,pcg64,5335.0,1
82,347,577,R,102.0,xoroshiro128,17875.0,1
79,125,219,O,93.0,human,,0
68,395,1099,D,634.0,mersenne,10842.0,1
66,206,1027,B,157.0,mersenne,6040.0,1
32,404,369, ,119.0,mersenne,13218.0,1
73,269,174,I,664.0,mersenne,4524.0,1
83,304,501,S,190.0,philox,9195.0,1
65,51,505,A,98.0,philox,9436.0,1
89,22,121,Y,415.0,mersenne,17640.0,1
82,56,641,R,42.0,pcg64,5646.0,1
73,217,25,I,327.0,xoroshiro128,12978.0,1
73,69,216,I,99.0,xoroshiro128,10549.0,1
78,150,445,N,16.0,philox,7537.0,1
73,245,575,I,440.0,philox,18029.0,1
32,162,1149, ,275.0,mersenne,14105.0,1
67,64,728,C,568.0,human,,0
32,278,651, ,357.0,xoroshiro128,209.0,1
82,285,258,R,48.0,xoroshiro128,12686.0,1
69,56,152,E,64.0,human,,0
76,316,1063,L,520.0,mersenne,1467.0,1
188,104,304,[UNK],163.0,human,,0
77,456,156,M,373.0,mersenne,8993.0,1
73,81,363,I,275.0,xoroshiro128,17861.0,1
65,381,460,A,505.0,mersenne,311.0,1
76,331,166,L,74.0,pcg64,198.0,1
69,147,244,E,106.0,philox,453.0,1
67,13,443,C,94.0,philox,5739.0,1
32,138,1110, ,557.0,mersenne,3706.0,1
79,74,491,O,126.0,philox,13109.0,1
65,85,410,A,31.0,human,,0
65,140,328,A,329.0,human,,0
73,88,469,I,74.0,pcg64,11773.0,1
32,169,880, ,60.0,mersenne,12980.0,1
69,392,273,E,85.0,philox,6594.0,1
32,200,369, ,118.0,pcg64,16995.0,1
82,30,693,R,540.0,pcg64,7697.0,1
79,371,416,O,126.0,pcg64,496.0,1
32,278,638, ,401.0,mersenne,8334.0,1
32,292,244, ,74.0,philox,18523.0,1
65,325,613,A,176.0,mersenne,17605.0,1
76,93,641,L,532.0,xoroshiro128,13049.0,1
84,256,697,T,616.0,philox,3132.0,1
79,180,506,O,265.0,xoroshiro128,18758.0,1
71,281,335,G,40.0,mersenne,8662.0,1
69,69,104,E,33.0,human,,0
79,91,319,O,300.0,mersenne,14262.0,1
84,431,1153,T,647.0,mersenne,4330.0,1
73,244,91,I,57.0,philox,3884.0,1
84,112,104,T,152.0,human,,0
82,376,514,R,108.0,philox,648.0,1
82,278,305,R,80.0,philox,9398.0,1
87,95,429,W,58.0,human,,0
83,266,464,S,242.0,philox,12091.0,1
65,168,88,A,0.0,human,,0
78,305,455,N,174.0,xoroshiro128,14079.0,1
78,214,677,N,558.0,xoroshiro128,2683.0,1
65,226,415,A,196.0,pcg64,18551.0,1
71,64,320,G,608.0,human,,0
67,84,252,C,384.0,philox,9354.0,1
82,119,171,R,412.0,mersenne,17647.0,1
67,98,283,C,3.0,human,,0
78,333,280,N,367.0,philox,13145.0,1
16,170,974,[UNK],583.0,human,,0
189,112,176,[UNK],64.0,human,,0
67,323,1039,C,107.0,mersenne,3254.0,1
83,373,203,S,52.0,xoroshiro128,17451.0,1
69,362,373,E,109.0,pcg64,5370.0,1
82,84,600,R,38.0,mersenne,10581.0,1
70,175,582,F,5.0,pcg64,10089.0,1
76,132,528,L,448.0,mersenne,16235.0,1
84,201,436,T,97.0,pcg64,2454.0,1
32,389,517, ,163.0,pcg64,5414.0,1
65,146,18,A,295.0,philox,3961.0,1
8,172,-1,[BACKSPACE],0.0,human,,0
73,391,320,I,79.0,philox,2702.0,1
68,382,39,D,196.0,pcg64,12750.0,1
73,88,56,I,184.0,human,,0
71,72,176,G,56.0,human,,0
65,113,86,A,27.0,human,,0
68,289,250,D,16.0,philox,10707.0,1
79,82,10,O,170.0,philox,15863.0,1
96,78,186,[UNK],436.0,human,,0
32,120,96, ,376.0,human,,0
66,385,62,B,101.0,philox,2042.0,1
76,18,299,L,181.0,pcg64,178.0,1
87,104,484,W,225.0,human,,0
50,231,672,2,98.0,pcg64,6963.0,1
69,264,200,E,392.0,xoroshiro128,16860.0,1
68,297,286,D,109.0,pcg64,1087.0,1
78,154,336,N,100.0,human,,0
78,374,574,N,426.0,philox,5235.0,1
65,131,699,A,195.0,pcg64,13479.0,1
79,222,77,O,539.0,xoroshiro128,17755.0,1
86,92,720,V,84.0,mersenne,5189.0,1
79,147,171,O,377.0,human,,0
78,431,351,N,183.0,mersenne,4148.0,1
83,129,477,S,204.0,xoroshiro128,4952.0,1
32,188,132, ,27.0,pcg64,18695.0,1
79,194,449,O,374.0,pcg64,2101.0,1
69,227,439,E,108.0,xoroshiro128,938.0,1
76,201,658,L,349.0,mersenne,18050.0,1
99,72,144,[UNK],72.0,human,,0
82,291,687,R,11.0,philox,1285.0,1
80,182,315,P,117.0,xoroshiro128,4076.0,1
69,299,251,E,165.0,philox,7438.0,1
32,102,122, ,459.0,xoroshiro128,2557.0,1
71,100,92,G,294.0,philox,14605.0,1
65,311,219,A,391.0,philox,16208.0,1
65,319,39,A,506.0,pcg64,4943.0,1
82,283,214,R,393.0,philox,14168.0,1
